pmid,pub_year,stance,failure_mode,model_type,confidence,rationale,prompt_version,model
40876725,2026,Alarm,misclassification,discriminative,0.950,"CNN classification models produce wrong embryo rankings, false predictions, and high critical error rates",q7_failuremode_v1,claude-sonnet-4-6
38648636,2024,Alarm,both,generative,0.850,omissions/additions=confabulation; incorrect facts/accuracy metrics=misclassification; LLM generating notes,q7_failuremode_v1,claude-sonnet-4-6
37566133,2023,Alarm,misclassification,generative,0.720,"LLM evaluated for accuracy of drug causality assessments; wrong/imprecise answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39186324,2024,Alarm,misclassification,discriminative,0.950,ML classifiers show sex-based false negative/positive rate disparities in cardiac disease prediction,q7_failuremode_v1,claude-sonnet-4-6
37626010,2024,Alarm,misclassification,generative,0.820,"LLM scored/evaluated on accuracy of clinical pharmacy responses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40208160,2025,Alarm,misclassification,generative,0.920,"LLM evaluated for diagnostic accuracy/classification errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40776565,2025,Alarm,confabulation,generative,0.750,Deepfakes involve AI generating fabricated/unfaithful audio-visual content attributed to real people,q7_failuremode_v1,claude-sonnet-4-6
39319150,2024,Alarm,misclassification,generative,0.850,"LLM diagnostic accuracy evaluated against clinicians; wrong diagnoses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39494686,2025,Alarm,none_or_unclear,generative,0.700,"Study examines patient adherence behavior, not AI failure mechanisms like confabulation or misclassification",q7_failuremode_v1,claude-sonnet-4-6
40447186,2025,Alarm,misclassification,generative,0.820,"ChatGPT evaluated on dermatologic image analysis accuracy, classification performance focus",q7_failuremode_v1,claude-sonnet-4-6
39549204,2024,Alarm,none_or_unclear,generative,0.650,"General call for validation, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40657035,2025,Alarm,misclassification,generative,0.850,"LLM produces wrong treatment recommendations/labels, not fabricated content",q7_failuremode_v1,claude-sonnet-4-6
40845324,2025,Alarm,misclassification,discriminative,0.900,"Diagnostic prediction models with bias, poor generalization, miscalibration in primary care EHR settings",q7_failuremode_v1,claude-sonnet-4-6
40345017,2025,Alarm,misclassification,generative,0.920,"GPT-4o evaluated for diagnostic accuracy on ECG classification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41546380,2026,Alarm,confabulation,generative,0.970,"LLMs fabricating wrong author names, erroneous DOIs, inaccurate bibliographic references",q7_failuremode_v1,claude-sonnet-4-6
36240037,2023,Alarm,misclassification,discriminative,0.900,Adversarial attacks causing wrong predictions/labels in medical image classification models,q7_failuremode_v1,claude-sonnet-4-6
38020045,2023,Alarm,misclassification,generative,0.820,"Measures LLM answer accuracy/correctness on medical questions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38771247,2024,Alarm,confabulation,generative,0.950,Evaluates hallucinated/fake citations and fabricated references from ChatGPT and Bing AI,q7_failuremode_v1,claude-sonnet-4-6
37611187,2023,Alarm,misclassification,generative,0.720,"Evaluates chatbot response quality/correctness scores, not fabrication; accuracy/completeness ratings dominate",q7_failuremode_v1,claude-sonnet-4-6
40991747,2025,Alarm,confabulation,generative,0.700,LLM systematic reviews likely focus on hallucination/fabrication as key limitation,q7_failuremode_v1,claude-sonnet-4-6
40555406,2025,Alarm,misclassification,generative,0.820,"LLMs scored/evaluated for accuracy of answers, wrong/inaccurate responses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41681742,2026,Alarm,misclassification,generative,0.870,"LLMs evaluated on fracture detection accuracy; wrong labels/predictions, not fabricated text",q7_failuremode_v1,claude-sonnet-4-6
41910833,2026,Alarm,misclassification,both,0.850,Evaluates diagnostic accuracy/detection performance of AI and human-AI combined readings,q7_failuremode_v1,claude-sonnet-4-6
38516933,2025,Alarm,misclassification,both,0.900,Discriminative detectors produce false positives/negatives; generative chatbots produce the test texts,q7_failuremode_v1,claude-sonnet-4-6
40659356,2026,Alarm,misclassification,generative,0.920,Chatbots misclassify triage urgency levels; false negatives and poor sensitivity measured,q7_failuremode_v1,claude-sonnet-4-6
36607623,2023,Alarm,misclassification,discriminative,0.950,"CNN classification models failed to predict microbiologic positivity, near-random AUC",q7_failuremode_v1,claude-sonnet-4-6
35461690,2022,Alarm,misclassification,discriminative,0.950,"Classification accuracy, false positives, dataset shift, and out-of-distribution misclassification evaluated",q7_failuremode_v1,claude-sonnet-4-6
33742148,2021,Alarm,none_or_unclear,unclear,0.700,"General regulatory/oversight framing, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
39744068,2024,Alarm,none_or_unclear,generative,0.600,"General policy/ownership framing, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41894589,2026,Alarm,misclassification,generative,0.720,"LLMs fail to reproduce expert documentation patterns; style/content mismatch, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37572190,2023,Alarm,misclassification,discriminative,0.900,CADe detection system evaluated on sensitivity/specificity/accuracy for CXR abnormalities,q7_failuremode_v1,claude-sonnet-4-6
38502844,2024,Alarm,none_or_unclear,generative,0.550,Response letter about ChatGPT rhinoplasty consultations; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
39668220,2025,Alarm,misclassification,generative,0.720,"Evaluates AI output quality/accuracy scores, not fabrication; generative LLMs assessed",q7_failuremode_v1,claude-sonnet-4-6
39543236,2024,Alarm,misclassification,generative,0.850,"LLMs produce wrong answers on comprehension tasks, performing at chance accuracy",q7_failuremode_v1,claude-sonnet-4-6
39284250,2024,Alarm,misclassification,generative,0.870,"Evaluating LLM accuracy/correctness on exam questions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40053915,2025,Alarm,misclassification,generative,0.920,"ChatGPT-4o evaluated for grading accuracy, false negatives, and miscalibration in OA severity scoring",q7_failuremode_v1,claude-sonnet-4-6
37926396,2023,Alarm,misclassification,generative,0.820,"ChatGPT failed to correctly identify cognitive impairment pattern, a classification/diagnostic error",q7_failuremode_v1,claude-sonnet-4-6
41368579,2025,Alarm,misclassification,generative,0.850,"LLMs producing wrong/unsafe medication recommendations; errors scored by clinicians, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37491780,2024,Alarm,none_or_unclear,discriminative,0.550,Philosophical/epistemic critique of statistical AI; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40697891,2025,Alarm,misclassification,generative,0.900,"LLM accuracy on orthopaedic questions measured; wrong answers are misclassification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39137403,2024,Alarm,misclassification,generative,0.900,"LLM produces wrong appropriateness scores compared to clinical benchmark, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41632124,2025,Alarm,confabulation,generative,0.820,Injection attacks manipulate LLMs to generate fabricated/unsafe medical content via evidence-fabrication injections,q7_failuremode_v1,claude-sonnet-4-6
40706476,2025,Alarm,none_or_unclear,generative,0.550,General limitations framing; no specific mechanism explicitly described in title,q7_failuremode_v1,claude-sonnet-4-6
40537498,2025,Alarm,both,generative,0.850,Fabricated/inaccurate references plus wrong answers to clinical questions both described,q7_failuremode_v1,claude-sonnet-4-6
39256622,2024,Alarm,misclassification,generative,0.820,"LLMs generating biased predictions/scores for hospitalization, cost, mortality — prediction errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
34984485,2022,Alarm,misclassification,discriminative,0.950,Classification models predicting LOS outcome; comparing prediction accuracy metrics,q7_failuremode_v1,claude-sonnet-4-6
37516804,2024,Alarm,misclassification,generative,0.820,"LLM accuracy evaluated on diagnosis/treatment correctness, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38355517,2024,Alarm,misclassification,generative,0.920,"Evaluates ChatGPT accuracy on exam questions; wrong answers are misclassification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41928854,2026,Alarm,misclassification,discriminative,0.920,Deep learning models misclassify embryo developmental stages; classification accuracy evaluated,q7_failuremode_v1,claude-sonnet-4-6
41517540,2025,Alarm,misclassification,generative,0.920,"LLM evaluated for classification accuracy of ERM staging, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37788063,2023,Alarm,misclassification,both,0.920,Evaluates diagnostic/triage accuracy (wrong labels) across LLMs and symptom-checker discriminative tools,q7_failuremode_v1,claude-sonnet-4-6
41521112,2026,Alarm,misclassification,both,0.900,"LLMs and radiologists compared on PI-RADS scoring accuracy; low specificity/PPV classification errors, no fabrication",q7_failuremode_v1,claude-sonnet-4-6
38641744,2024,Alarm,misclassification,discriminative,0.970,Classification models show demographic performance disparities/biases in pathology prediction tasks,q7_failuremode_v1,claude-sonnet-4-6
38832125,2024,Alarm,misclassification,generative,0.720,"Evaluates accuracy and quality of LLM responses, focusing on incorrect/poor information rather than fabrication",q7_failuremode_v1,claude-sonnet-4-6
37955873,2024,Alarm,confabulation,generative,0.950,"LLM generates fabricated testimonials, fake citations, and health disinformation content",q7_failuremode_v1,claude-sonnet-4-6
37410674,2023,Alarm,misclassification,generative,0.850,"LLM scored below pass rate on orthopaedic exam; wrong answers, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
36539106,2023,Alarm,none_or_unclear,unclear,0.750,"Paper critiques benchmark coverage gaps, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
40033723,2025,Alarm,misclassification,generative,0.850,"LLM accuracy measured against clinical guidelines; wrong/nonconcordant responses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37902018,2024,Alarm,misclassification,generative,0.820,LLM response quality/accuracy evaluated against physician standard; no fabrication focus,q7_failuremode_v1,claude-sonnet-4-6
39547661,2024,Alarm,misclassification,generative,0.820,"LLM scored on accuracy/clinical relevance of diagnostic descriptions, not fabrication per se",q7_failuremode_v1,claude-sonnet-4-6
37831553,2024,Alarm,misclassification,generative,0.900,"Evaluates diagnostic accuracy of LLM chatbots, measuring correct/incorrect diagnoses",q7_failuremode_v1,claude-sonnet-4-6
40120387,2025,Alarm,misclassification,generative,0.920,"LLM triage accuracy compared via ROC, sensitivity/specificity; wrong urgency labels assigned",q7_failuremode_v1,claude-sonnet-4-6
36933065,2023,Alarm,misclassification,discriminative,0.920,"ML classifiers show inflated performance due to flawed/irrelevant training datasets, not true disease features",q7_failuremode_v1,claude-sonnet-4-6
38228809,2025,Alarm,misclassification,generative,0.820,"LLM accuracy/correctness evaluated against guidelines; wrong answers scored, not fabrication focus",q7_failuremode_v1,claude-sonnet-4-6
38195060,2024,Alarm,confabulation,generative,0.870,ChatGPT generated false claims and fabricated/unfaithful medical content about clear aligners,q7_failuremode_v1,claude-sonnet-4-6
41254805,2025,Alarm,misclassification,generative,0.820,LLMs produce biased/skewed demographic outputs deviating from real-world distributions; systematic misprediction not fabrication,q7_failuremode_v1,claude-sonnet-4-6
41565212,2026,Alarm,misclassification,generative,0.820,LLM output quality scored/rated lower than physicians; accuracy/quality evaluation not fabrication,q7_failuremode_v1,claude-sonnet-4-6
39437512,2024,Alarm,both,generative,0.950,Hallucinations (confabulation) in 40% of AI-DS plus content mistakes/quality mismatches (misclassification-like errors) both explicitly described,q7_failuremode_v1,claude-sonnet-4-6
40196917,2025,Alarm,misclassification,generative,0.920,"VLMs evaluated on accuracy of image classification tasks; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41601756,2025,Alarm,misclassification,generative,0.920,"LLM tested on classification accuracy of anatomical origin prediction, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
34470740,2021,Alarm,misclassification,discriminative,0.950,"Evaluates AI detection accuracy for breast cancer in mammography; false positives/negatives, specificity issues.",q7_failuremode_v1,claude-sonnet-4-6
38354499,2024,Alarm,misclassification,discriminative,0.900,Systematic review of diagnostic/prognostic predictive models with bias affecting classification accuracy,q7_failuremode_v1,claude-sonnet-4-6
37991333,2024,Alarm,misclassification,discriminative,0.950,CAD detection systems show reduced sensitivity/false negatives on pediatric vs adult data,q7_failuremode_v1,claude-sonnet-4-6
34907229,2021,Alarm,misclassification,both,0.920,"Adversarial images cause wrong diagnosis predictions; GAN generates attacks, CAD discriminates",q7_failuremode_v1,claude-sonnet-4-6
41230245,2025,Alarm,misclassification,generative,0.820,"LLMs produce biased/inconsistent ethical decisions based on demographic cues, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39422726,2025,Alarm,both,generative,0.970,Explicitly reports fabricated imaging findings (confabulation) and poor diagnostic accuracy/misidentification (misclassification),q7_failuremode_v1,claude-sonnet-4-6
36208841,2022,Alarm,misclassification,discriminative,0.700,Biased predictions and disparities in medical imaging AI classification models,q7_failuremode_v1,claude-sonnet-4-6
40394319,2026,Alarm,misclassification,discriminative,0.920,"CNN classifiers exploit spurious correlations, causing poor generalization and biased predictions",q7_failuremode_v1,claude-sonnet-4-6
41804240,2026,Alarm,misclassification,generative,0.850,"LLM accuracy for landmark/lesion detection measured; wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
36303237,2022,Alarm,misclassification,discriminative,0.900,NER models fail to generalize/correctly detect disease entities on new data,q7_failuremode_v1,claude-sonnet-4-6
40317970,2025,Alarm,misclassification,discriminative,0.950,AI detection platform evaluated for sensitivity/specificity in identifying radiolucent lesions,q7_failuremode_v1,claude-sonnet-4-6
38268099,2024,Alarm,misclassification,generative,0.850,"LLM diagnostic accuracy evaluated; wrong diagnoses and management plans, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39878893,2025,Alarm,misclassification,discriminative,0.970,AI detection model with false positives/negatives for large vessel occlusion classification,q7_failuremode_v1,claude-sonnet-4-6
39499794,2025,Alarm,both,generative,0.550,"Title suggests evaluation of accuracy and reliability, likely covering both error types",q7_failuremode_v1,claude-sonnet-4-6
38804035,2024,Alarm,misclassification,generative,0.820,"Chatbots produce wrong/overestimated lab interpretations; erroneous responses, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
39083799,2024,Alarm,confabulation,generative,0.980,Explicitly measures fabricated/hallucinated references and citations from AI chatbots,q7_failuremode_v1,claude-sonnet-4-6
42013455,2026,Alarm,misclassification,discriminative,0.620,"Interpretative drift erases rare pathologies, causing systematic misclassification; recursive training degrades predictive accuracy",q7_failuremode_v1,claude-sonnet-4-6
39230402,2024,Alarm,misclassification,discriminative,0.950,"AI triage system evaluated for ICH detection accuracy, sensitivity, specificity — classification errors",q7_failuremode_v1,claude-sonnet-4-6
39711253,2025,Alarm,misclassification,discriminative,0.900,"NER model evaluated on precision/recall/F1; wrong entity labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41884757,2026,Alarm,misclassification,generative,0.850,"LLM produces biased specialty recommendations/competitiveness scores, not fabricated content",q7_failuremode_v1,claude-sonnet-4-6
39142308,2024,Alarm,misclassification,generative,0.900,"LLMs evaluated on diagnostic accuracy against physician diagnoses; wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40648874,2025,Alarm,misclassification,generative,0.900,"ChatGPT therapeutic recommendations compared against expert board; wrong treatment selections, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38967407,2024,Alarm,both,generative,0.950,Fabricated references (confabulation) and incorrect clinical information (misclassification) both explicitly measured,q7_failuremode_v1,claude-sonnet-4-6
38470459,2024,Alarm,misclassification,generative,0.850,"Evaluating LLM accuracy on medical exam questions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
35947158,2023,Alarm,misclassification,discriminative,0.950,"Predictive models for revision surgery risk show moderate accuracy, limited clinical utility",q7_failuremode_v1,claude-sonnet-4-6
39136951,2024,Alarm,both,generative,0.950,Explicitly measures accuracy/consistency (misclassification) and hallucination (confabulation) in LLMs,q7_failuremode_v1,claude-sonnet-4-6
39673022,2025,Alarm,confabulation,generative,0.970,ChatGPT fabricated 298 non-existent citations out of 350 generated publications,q7_failuremode_v1,claude-sonnet-4-6
37506761,2023,Alarm,confabulation,generative,0.820,LLM generating clinical fertility information risks fabricated/unfaithful content,q7_failuremode_v1,claude-sonnet-4-6
37966807,2024,Alarm,misclassification,generative,0.900,"Image generators produce biased/inaccurate demographic representations, a miscategorization/misprediction failure",q7_failuremode_v1,claude-sonnet-4-6
39155793,2025,Alarm,misclassification,generative,0.900,"LLM evaluated on accuracy of image classification and abnormality detection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40554973,2025,Alarm,misclassification,both,0.850,NER entity extraction accuracy compared across encoder and generative models; poor recall/F1 scores,q7_failuremode_v1,claude-sonnet-4-6
41068092,2025,Alarm,misclassification,generative,0.750,"Adversarial attacks cause wrong medical outputs; focus on manipulated predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39576636,2024,Alarm,none_or_unclear,discriminative,0.550,Study on burnout association with AI use; no failure mode mechanism described,q7_failuremode_v1,claude-sonnet-4-6
36767092,2023,Alarm,misclassification,discriminative,0.970,"DL model evaluated on diagnostic accuracy, sensitivity, specificity for adenomyosis detection",q7_failuremode_v1,claude-sonnet-4-6
39129151,2024,Alarm,confabulation,generative,0.750,Chatbots providing inaccurate/fabricated treatment suggestions and center recommendations for rare cancer,q7_failuremode_v1,claude-sonnet-4-6
39657649,2024,Alarm,none_or_unclear,unclear,0.700,"General AI risk framing, no specific mechanism of confabulation or misclassification described",q7_failuremode_v1,claude-sonnet-4-6
39641156,2026,Alarm,misclassification,generative,0.920,"LLM diagnostic accuracy evaluated across imaging modalities; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39133401,2024,Alarm,misclassification,generative,0.920,"LLMs evaluated on diagnostic accuracy of radiology images, wrong labels/predictions",q7_failuremode_v1,claude-sonnet-4-6
33746898,2021,Alarm,misclassification,generative,0.820,WFO treatment recommendations compared against guidelines; wrong recommendations = misclassification,q7_failuremode_v1,claude-sonnet-4-6
38362238,2024,Alarm,confabulation,generative,0.700,Errors of omission and missing urgency reflect unfaithful/incomplete content generation,q7_failuremode_v1,claude-sonnet-4-6
40117499,2025,Alarm,misclassification,generative,0.920,"LLM evaluated for diagnostic accuracy in melanoma classification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38280946,2024,Alarm,misclassification,discriminative,0.950,DL classification models evaluated for diagnostic accuracy in breast cancer detection,q7_failuremode_v1,claude-sonnet-4-6
38785493,2024,Alarm,misclassification,generative,0.720,"LLM responses scored/rated against guidelines; accuracy/quality assessment, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40524839,2025,Alarm,both,both,0.920,Fabricated references (confabulation) and diagnostic accuracy/misclassification both explicitly measured,q7_failuremode_v1,claude-sonnet-4-6
39952316,2025,Alarm,both,generative,0.950,Fabricated/hallucinated references plus wrong/inaccurate answers both explicitly measured,q7_failuremode_v1,claude-sonnet-4-6
40657647,2025,Alarm,misclassification,generative,0.820,"LLMs evaluated on accuracy/match rate against clinical guidelines, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38451324,2024,Alarm,confabulation,generative,0.970,LLM fabricated a full report on non-existing technique with invented references and equations,q7_failuremode_v1,claude-sonnet-4-6
39035656,2024,Alarm,misclassification,generative,0.750,"ChatGPT diagnostic accuracy evaluated against specialist, classification performance focus",q7_failuremode_v1,claude-sonnet-4-6
39743925,2024,Alarm,misclassification,generative,0.850,"LLMs evaluated for correctness/appropriateness of answers, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
38852711,2025,Alarm,misclassification,generative,0.870,"ChatGPT-4 scored videos inaccurately vs human observers; wrong quality labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38508682,2024,Alarm,confabulation,generative,0.920,"LLMs fabricated health disinformation, fake references, and fabricated testimonials",q7_failuremode_v1,claude-sonnet-4-6
40289855,2025,Alarm,misclassification,generative,0.900,"LLMs evaluated on accuracy of clinical Q&A; wrong answers are misclassification, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39096130,2024,Alarm,both,generative,0.970,ChatGPT produced inaccurate/incomplete answers (misclassification) and fabricated references (confabulation),q7_failuremode_v1,claude-sonnet-4-6
41991515,2026,Alarm,misclassification,generative,0.820,"LLMs evaluated on clinical competency accuracy, wrong answers not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39924377,2025,Alarm,misclassification,generative,0.920,"LLM evaluated for diagnostic accuracy/classification errors vs radiologists, no fabrication mentioned",q7_failuremode_v1,claude-sonnet-4-6
40596239,2025,Alarm,misclassification,generative,0.850,LLMs giving wrong/discordant clinical answers vs guidelines; accuracy evaluation not fabrication,q7_failuremode_v1,claude-sonnet-4-6
41594289,2026,Alarm,misclassification,generative,0.920,"LLM misclassifies thyroid nodules via false positives and poor TI-RADS accuracy, no fabrication described",q7_failuremode_v1,claude-sonnet-4-6
40041831,2025,Alarm,misclassification,generative,0.820,"LLM outputs evaluated for readability accuracy/performance, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40175645,2025,Alarm,misclassification,generative,0.850,"LLMs evaluated on accuracy/agreement with surgeons in treatment decisions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39162781,2025,Alarm,misclassification,generative,0.900,"GPT-4 accuracy and kappa evaluated for TNM classification correctness, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39805470,2025,Alarm,misclassification,both,0.920,Evaluates classification accuracy of ML models and ChatGPT-4; no fabrication described,q7_failuremode_v1,claude-sonnet-4-6
37493324,2024,Alarm,misclassification,both,0.920,Compares detection/classification performance of discriminative AI and generative-adjacent tools; no fabrication involved,q7_failuremode_v1,claude-sonnet-4-6
39935064,2025,Alarm,misclassification,generative,0.900,LLM missed/failed to detect clinically relevant drug-drug interactions; false negatives and inconsistent predictions,q7_failuremode_v1,claude-sonnet-4-6
37269797,2023,Alarm,misclassification,discriminative,0.950,AI classification model compared on sensitivity/specificity for pulmonary edema detection,q7_failuremode_v1,claude-sonnet-4-6
38353801,2024,Alarm,none_or_unclear,unclear,0.850,"Philosophical/ethical framing of AI black box problem, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
34951033,2022,Alarm,misclassification,discriminative,0.970,"CNNs misclassify COVID-19 due to dataset bias and shortcut learning, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38760650,2025,Alarm,misclassification,generative,0.850,"ChatGPT recommendations mismatched expert decisions; wrong technique selection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40272814,2025,Alarm,confabulation,generative,0.950,LLM fabricates synthetic medical datasets with false statistical data to support fake evidence,q7_failuremode_v1,claude-sonnet-4-6
34893776,2021,Alarm,misclassification,discriminative,0.970,Classification models produce false negatives (underdiagnosis) in underserved populations,q7_failuremode_v1,claude-sonnet-4-6
36997411,2023,Alarm,misclassification,discriminative,0.920,AI classification model producing inconsistent GO/NO-GO predictions with poor repeatability and accuracy,q7_failuremode_v1,claude-sonnet-4-6
40405178,2025,Alarm,misclassification,generative,0.850,"ChatGPT produces wrong diagnoses and treatment recommendations, not fabricated content",q7_failuremode_v1,claude-sonnet-4-6
40584686,2025,Alarm,misclassification,generative,0.820,"Evaluates accuracy/reliability of LLM responses against guidelines, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
39579604,2025,Alarm,misclassification,generative,0.820,"LLM accuracy/correctness evaluated via expert scoring, not fabrication of citations",q7_failuremode_v1,claude-sonnet-4-6
38310152,2024,Alarm,misclassification,generative,0.820,ChatGPT accuracy and comprehensiveness scored against expert benchmarks; no fabrication focus,q7_failuremode_v1,claude-sonnet-4-6
37211215,2023,Alarm,misclassification,discriminative,0.750,Focus on bias in predictive ML models due to missing demographic variables in training data,q7_failuremode_v1,claude-sonnet-4-6
38319619,2024,Alarm,misclassification,generative,0.900,"ChatGPT accuracy on clinical vignettes measured; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40055537,2025,Alarm,none_or_unclear,generative,0.700,"Focus is on regulatory gap, not a specific failure mechanism like confabulation or misclassification",q7_failuremode_v1,claude-sonnet-4-6
38447503,2024,Alarm,misclassification,generative,0.870,"LLMs evaluated on accuracy of medical score calculation, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40961147,2025,Alarm,misclassification,both,0.820,Evaluates classification accuracy of discriminative risk tools and LLMs in decision-making,q7_failuremode_v1,claude-sonnet-4-6
38112814,2023,Alarm,misclassification,discriminative,0.900,Systematically biased AI diagnostic model causing wrong predictions/classifications in clinical diagnosis,q7_failuremode_v1,claude-sonnet-4-6
38967219,2024,Alarm,confabulation,generative,0.850,Chatbot reliability implies fabricated/unfaithful content for patient information queries,q7_failuremode_v1,claude-sonnet-4-6
41682830,2026,Alarm,misclassification,discriminative,0.900,"Vision-language model evaluated for classification accuracy; false positives, poor sensitivity/specificity reported",q7_failuremode_v1,claude-sonnet-4-6
40726742,2025,Alarm,misclassification,generative,0.850,"LLMs evaluated on accuracy of answering clinical questions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41571141,2026,Alarm,misclassification,generative,0.870,"LLMs produce wrong triage/clinical decisions based on tone, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
36825452,2023,Alarm,misclassification,both,0.920,Predictive models compared for ploidy classification accuracy; both ML and logistic regression evaluated,q7_failuremode_v1,claude-sonnet-4-6
36624227,2023,Alarm,misclassification,discriminative,0.950,AI detection/classification of CXR abnormalities with false negatives and poor sensitivity,q7_failuremode_v1,claude-sonnet-4-6
37538021,2024,Alarm,confabulation,generative,0.820,ChatGPT generated care plan text with significant errors and fabricated/unfaithful clinical content,q7_failuremode_v1,claude-sonnet-4-6
38545679,2024,Alarm,misclassification,generative,0.850,"Evaluates ChatGPT answer accuracy/correctness rates, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
42044823,2026,Alarm,confabulation,generative,0.820,"LLM summaries appear faithful/fluent but fail comprehension—unfaithful to true understanding, not misclassification",q7_failuremode_v1,claude-sonnet-4-6
39999963,2025,Alarm,misclassification,discriminative,0.950,AI-CAD classification performance (sensitivity/specificity/AUC) evaluated on mammography images,q7_failuremode_v1,claude-sonnet-4-6
37410672,2023,Alarm,none_or_unclear,generative,0.700,"General risk framing about educational harms, no specific failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
37220190,2023,Alarm,misclassification,generative,0.900,"LLM accuracy on multiple-choice exam questions; wrong answer selection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40831290,2025,Alarm,misclassification,generative,0.850,"LLMs generating wrong CPT codes; accuracy/agreement measured, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38244023,2024,Alarm,misclassification,discriminative,0.700,Skin cancer diagnosis AI likely involves classification/detection models and diagnostic accuracy concerns,q7_failuremode_v1,claude-sonnet-4-6
38717102,2024,Alarm,none_or_unclear,generative,0.550,Commentary on ChatGPT rhinoplasty consultations; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38701406,2024,Alarm,misclassification,generative,0.720,"Evaluating quality/accuracy of AI-generated care plans, not fabrication specifically",q7_failuremode_v1,claude-sonnet-4-6
39466443,2024,Alarm,confabulation,generative,0.870,LLMs generating fabricated/inaccurate systematic review content on technical laser topics,q7_failuremode_v1,claude-sonnet-4-6
40807198,2025,Alarm,misclassification,discriminative,0.950,ML algorithm for gingivitis detection shows poor classification agreement with clinical gold standard,q7_failuremode_v1,claude-sonnet-4-6
39613920,2025,Alarm,misclassification,generative,0.950,"LLM evaluated for diagnostic accuracy/sensitivity/specificity, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40182256,2025,Alarm,misclassification,generative,0.720,"Evaluates accuracy/quality scores of LLM responses, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
41289564,2025,Alarm,misclassification,generative,0.850,"LLMs evaluated on diagnostic/treatment accuracy, wrong recommendations rated as hazardous",q7_failuremode_v1,claude-sonnet-4-6
38042605,2023,Alarm,FAILED,FAILED,0.000,ERROR: list index out of range,q7_failuremode_v1,claude-sonnet-4-6
